Activity,Set #,Weight,Reps,Date,Volume,LLTB,Core,PDT,GHQC,Sum,DOW,Month,Break Time
Deadlift,1.0,110.0,5.0,2021-07-18,550.0,165.0,55.0,0.0,330.0,550.0,Sunday,7.0,60
Deadlift,2.0,125.0,5.0,2021-07-18,625.0,187.5,62.5,0.0,375.0,625.0,Sunday,7.0,60
Deadlift,3.0,135.0,5.0,2021-07-18,675.0,202.5,67.5,0.0,405.0,675.0,Sunday,7.0,120
Deadlift,4.0,145.0,5.0,2021-07-18,725.0,217.5,72.5,0.0,435.0,725.0,Sunday,7.0,120
Deadlift,5.0,135.0,5.0,2021-07-18,675.0,202.5,67.5,0.0,405.0,675.0,Sunday,7.0,60
Deadlift,6.0,125.0,5.0,2021-07-18,625.0,187.5,62.5,0.0,375.0,625.0,Sunday,7.0,150
Deadlift,7.0,115.0,5.0,2021-07-18,575.0,172.5,57.5,0.0,345.0,575.0,Sunday,7.0,150
Squat,1.0,80.0,10.0,2021-07-18,800.0,80.0,80.0,0.0,640.0,800.0,Sunday,7.0,90
Squat,2.0,80.0,10.0,2021-07-18,800.0,80.0,80.0,0.0,640.0,800.0,Sunday,7.0,150
Squat,3.0,80.0,10.0,2021-07-18,800.0,80.0,80.0,0.0,640.0,800.0,Sunday,7.0,30
Squat,4.0,80.0,10.0,2021-07-18,800.0,80.0,80.0,0.0,640.0,800.0,Sunday,7.0,150
Squat,5.0,80.0,10.0,2021-07-18,800.0,80.0,80.0,0.0,640.0,800.0,Sunday,7.0,120
Squat,1.0,45.0,10.0,2021-07-19,450.0,45.0,45.0,0.0,360.0,450.0,Monday,7.0,120
Squat,2.0,45.0,10.0,2021-07-19,450.0,45.0,45.0,0.0,360.0,450.0,Monday,7.0,120
Squat,3.0,45.0,10.0,2021-07-19,450.0,45.0,45.0,0.0,360.0,450.0,Monday,7.0,90
Squat,4.0,45.0,10.0,2021-07-19,450.0,45.0,45.0,0.0,360.0,450.0,Monday,7.0,90
Squat,5.0,45.0,10.0,2021-07-19,450.0,45.0,45.0,0.0,360.0,450.0,Monday,7.0,120
Deadlift,1.0,70.0,3.0,2021-07-19,210.0,63.0,21.0,0.0,126.0,210.0,Monday,7.0,90
Deadlift,2.0,80.0,4.0,2021-07-19,320.0,96.0,32.0,0.0,192.0,320.0,Monday,7.0,90
Deadlift,3.0,90.0,10.0,2021-07-19,900.0,270.0,90.0,0.0,540.0,900.0,Monday,7.0,60
Deadlift,4.0,100.0,5.0,2021-07-19,500.0,150.0,50.0,0.0,300.0,500.0,Monday,7.0,120
Bench Press,1.0,75.0,10.0,2021-07-20,750.0,0.0,75.0,675.0,0.0,750.0,Tuesday,7.0,150
Bench Press,2.0,85.0,10.0,2021-07-20,850.0,0.0,85.0,765.0,0.0,850.0,Tuesday,7.0,90
Bench Press,3.0,100.0,6.0,2021-07-20,600.0,0.0,60.0,540.0,0.0,600.0,Tuesday,7.0,60
Bench Press,4.0,100.0,4.0,2021-07-20,400.0,0.0,40.0,360.0,0.0,400.0,Tuesday,7.0,30
Bench Press,5.0,100.0,5.0,2021-07-20,500.0,0.0,50.0,450.0,0.0,500.0,Tuesday,7.0,120
Shoulder Press,1.0,40.0,10.0,2021-07-20,400.0,40.0,0.0,360.0,0.0,400.0,Tuesday,7.0,180
Shoulder Press,2.0,40.0,10.0,2021-07-20,400.0,40.0,0.0,360.0,0.0,400.0,Tuesday,7.0,90
Shoulder Press,3.0,40.0,10.0,2021-07-20,400.0,40.0,0.0,360.0,0.0,400.0,Tuesday,7.0,150
Shoulder Press,4.0,40.0,10.0,2021-07-20,400.0,40.0,0.0,360.0,0.0,400.0,Tuesday,7.0,60
Shoulder Press,5.0,40.0,10.0,2021-07-20,400.0,40.0,0.0,360.0,0.0,400.0,Tuesday,7.0,60
Barbell Row,1.0,50.0,10.0,2021-07-20,500.0,450.0,0.0,0.0,50.0,500.0,Tuesday,7.0,120
Barbell Row,2.0,60.0,10.0,2021-07-20,600.0,540.0,0.0,0.0,60.0,600.0,Tuesday,7.0,30
Barbell Row,3.0,60.0,10.0,2021-07-20,600.0,540.0,0.0,0.0,60.0,600.0,Tuesday,7.0,90
Barbell Row,4.0,60.0,10.0,2021-07-20,600.0,540.0,0.0,0.0,60.0,600.0,Tuesday,7.0,90
Barbell Row,5.0,60.0,10.0,2021-07-20,600.0,540.0,0.0,0.0,60.0,600.0,Tuesday,7.0,60
Bench Press,1.0,65.0,10.0,2021-07-21,650.0,0.0,65.0,585.0,0.0,650.0,Wednesday,7.0,120
Bench Press,2.0,65.0,10.0,2021-07-21,650.0,0.0,65.0,585.0,0.0,650.0,Wednesday,7.0,60
Bench Press,3.0,65.0,10.0,2021-07-21,650.0,0.0,65.0,585.0,0.0,650.0,Wednesday,7.0,90
Bench Press,4.0,65.0,10.0,2021-07-21,650.0,0.0,65.0,585.0,0.0,650.0,Wednesday,7.0,120
Bench Press,5.0,65.0,10.0,2021-07-21,650.0,0.0,65.0,585.0,0.0,650.0,Wednesday,7.0,150
Squat,1.0,65.0,10.0,2021-07-21,650.0,65.0,65.0,0.0,520.0,650.0,Wednesday,7.0,90
Squat,2.0,65.0,10.0,2021-07-21,650.0,65.0,65.0,0.0,520.0,650.0,Wednesday,7.0,120
Squat,3.0,65.0,10.0,2021-07-21,650.0,65.0,65.0,0.0,520.0,650.0,Wednesday,7.0,150
Squat,4.0,65.0,10.0,2021-07-21,650.0,65.0,65.0,0.0,520.0,650.0,Wednesday,7.0,90
Squat,5.0,65.0,10.0,2021-07-21,650.0,65.0,65.0,0.0,520.0,650.0,Wednesday,7.0,120
Shoulder Press,1.0,45.0,10.0,2021-07-21,450.0,45.0,0.0,405.0,0.0,450.0,Wednesday,7.0,120
Shoulder Press,2.0,45.0,10.0,2021-07-21,450.0,45.0,0.0,405.0,0.0,450.0,Wednesday,7.0,60
Shoulder Press,3.0,45.0,10.0,2021-07-21,450.0,45.0,0.0,405.0,0.0,450.0,Wednesday,7.0,90
Shoulder Press,4.0,45.0,10.0,2021-07-21,450.0,45.0,0.0,405.0,0.0,450.0,Wednesday,7.0,120
Shoulder Press,5.0,45.0,10.0,2021-07-21,450.0,45.0,0.0,405.0,0.0,450.0,Wednesday,7.0,60
Deadlift,1.0,75.0,10.0,2021-07-21,750.0,225.0,75.0,0.0,450.0,750.0,Wednesday,7.0,90
Deadlift,2.0,75.0,10.0,2021-07-21,750.0,225.0,75.0,0.0,450.0,750.0,Wednesday,7.0,120
Deadlift,3.0,75.0,10.0,2021-07-21,750.0,225.0,75.0,0.0,450.0,750.0,Wednesday,7.0,150
Deadlift,4.0,75.0,10.0,2021-07-21,750.0,225.0,75.0,0.0,450.0,750.0,Wednesday,7.0,90
Deadlift,5.0,75.0,10.0,2021-07-21,750.0,225.0,75.0,0.0,450.0,750.0,Wednesday,7.0,120
Barbell Row,1.0,60.0,10.0,2021-07-21,600.0,540.0,0.0,0.0,60.0,600.0,Wednesday,7.0,90
Barbell Row,2.0,75.0,10.0,2021-07-21,750.0,675.0,0.0,0.0,75.0,750.0,Wednesday,7.0,150
Barbell Row,3.0,75.0,10.0,2021-07-21,750.0,675.0,0.0,0.0,75.0,750.0,Wednesday,7.0,90
Barbell Row,4.0,75.0,10.0,2021-07-21,750.0,675.0,0.0,0.0,75.0,750.0,Wednesday,7.0,120
Barbell Row,5.0,75.0,10.0,2021-07-21,750.0,675.0,0.0,0.0,75.0,750.0,Wednesday,7.0,90
Barbell Row,6.0,75.0,10.0,2021-07-21,750.0,675.0,0.0,0.0,75.0,750.0,Wednesday,7.0,60
Squat,1.0,90.0,5.0,2021-07-22,450.0,45.0,45.0,0.0,360.0,450.0,Thursday,7.0,30
Squat,2.0,100.0,3.0,2021-07-22,300.0,30.0,30.0,0.0,240.0,300.0,Thursday,7.0,90
Squat,3.0,105.0,3.0,2021-07-22,315.0,31.5,31.5,0.0,252.0,315.0,Thursday,7.0,120
Squat,4.0,110.0,2.0,2021-07-22,220.0,22.0,22.0,0.0,176.0,220.0,Thursday,7.0,90
Squat,5.0,115.0,3.0,2021-07-22,345.0,34.5,34.5,0.0,276.0,345.0,Thursday,7.0,120
Deadlift,1.0,80.0,10.0,2021-07-22,800.0,240.0,80.0,0.0,480.0,800.0,Thursday,7.0,120
Deadlift,2.0,80.0,10.0,2021-07-22,800.0,240.0,80.0,0.0,480.0,800.0,Thursday,7.0,150
Deadlift,3.0,80.0,10.0,2021-07-22,800.0,240.0,80.0,0.0,480.0,800.0,Thursday,7.0,120
Deadlift,4.0,80.0,10.0,2021-07-22,800.0,240.0,80.0,0.0,480.0,800.0,Thursday,7.0,120
Deadlift,5.0,80.0,10.0,2021-07-22,800.0,240.0,80.0,0.0,480.0,800.0,Thursday,7.0,90
Shoulder Press,1.0,60.0,3.0,2021-07-23,180.0,18.0,0.0,162.0,0.0,180.0,Friday,7.0,150
Shoulder Press,2.0,70.0,3.0,2021-07-23,210.0,21.0,0.0,189.0,0.0,210.0,Friday,7.0,60
Shoulder Press,3.0,75.0,6.0,2021-07-23,450.0,45.0,0.0,405.0,0.0,450.0,Friday,7.0,150
Bench Press,1.0,65.0,10.0,2021-07-23,650.0,0.0,65.0,585.0,0.0,650.0,Friday,7.0,90
Bench Press,2.0,65.0,10.0,2021-07-23,650.0,0.0,65.0,585.0,0.0,650.0,Friday,7.0,120
Bench Press,3.0,65.0,10.0,2021-07-23,650.0,0.0,65.0,585.0,0.0,650.0,Friday,7.0,120
Bench Press,4.0,65.0,10.0,2021-07-23,650.0,0.0,65.0,585.0,0.0,650.0,Friday,7.0,30
Bench Press,5.0,65.0,10.0,2021-07-23,650.0,0.0,65.0,585.0,0.0,650.0,Friday,7.0,90
Barbell Row,1.0,80.0,10.0,2021-07-23,800.0,720.0,0.0,0.0,80.0,800.0,Friday,7.0,90
Barbell Row,2.0,80.0,10.0,2021-07-23,800.0,720.0,0.0,0.0,80.0,800.0,Friday,7.0,90
Barbell Row,3.0,80.0,10.0,2021-07-23,800.0,720.0,0.0,0.0,80.0,800.0,Friday,7.0,30
Barbell Row,4.0,80.0,10.0,2021-07-23,800.0,720.0,0.0,0.0,80.0,800.0,Friday,7.0,90
Barbell Row,5.0,80.0,15.0,2021-07-23,1200.0,1080.0,0.0,0.0,120.0,1200.0,Friday,7.0,150
Deadlift,1.0,115.0,3.0,2021-07-24,345.0,103.5,34.5,0.0,207.0,345.0,Saturday,7.0,120
Deadlift,2.0,125.0,3.0,2021-07-24,375.0,112.5,37.5,0.0,225.0,375.0,Saturday,7.0,150
Deadlift,3.0,135.0,3.0,2021-07-24,405.0,121.5,40.5,0.0,243.0,405.0,Saturday,7.0,90
Deadlift,4.0,145.0,6.0,2021-07-24,870.0,261.0,87.0,0.0,522.0,870.0,Saturday,7.0,90
Deadlift,5.0,135.0,6.0,2021-07-24,810.0,243.0,81.0,0.0,486.0,810.0,Saturday,7.0,90
Deadlift,6.0,125.0,6.0,2021-07-24,750.0,225.0,75.0,0.0,450.0,750.0,Saturday,7.0,90
Deadlift,7.0,115.0,8.0,2021-07-24,920.0,276.0,92.0,0.0,552.0,920.0,Saturday,7.0,150
Squat,1.0,80.0,10.0,2021-07-24,800.0,80.0,80.0,0.0,640.0,800.0,Saturday,7.0,90
Squat,2.0,80.0,10.0,2021-07-24,800.0,80.0,80.0,0.0,640.0,800.0,Saturday,7.0,90
Squat,3.0,80.0,10.0,2021-07-24,800.0,80.0,80.0,0.0,640.0,800.0,Saturday,7.0,180
Squat,4.0,80.0,10.0,2021-07-24,800.0,80.0,80.0,0.0,640.0,800.0,Saturday,7.0,90
Squat,5.0,80.0,10.0,2021-07-24,800.0,80.0,80.0,0.0,640.0,800.0,Saturday,7.0,90
Bench Press,1.0,60.0,10.0,2021-07-25,600.0,0.0,60.0,540.0,0.0,600.0,Sunday,7.0,60
Bench Press,2.0,60.0,10.0,2021-07-25,600.0,0.0,60.0,540.0,0.0,600.0,Sunday,7.0,60
Bench Press,3.0,60.0,10.0,2021-07-25,600.0,0.0,60.0,540.0,0.0,600.0,Sunday,7.0,90
Bench Press,4.0,60.0,10.0,2021-07-25,600.0,0.0,60.0,540.0,0.0,600.0,Sunday,7.0,120
Bench Press,5.0,60.0,10.0,2021-07-25,600.0,0.0,60.0,540.0,0.0,600.0,Sunday,7.0,30
Shoulder Press,1.0,30.0,5.0,2021-07-25,150.0,15.0,0.0,135.0,0.0,150.0,Sunday,7.0,120
Shoulder Press,2.0,35.0,5.0,2021-07-25,175.0,17.5,0.0,157.5,0.0,175.0,Sunday,7.0,120
Shoulder Press,3.0,40.0,12.0,2021-07-25,480.0,48.0,0.0,432.0,0.0,480.0,Sunday,7.0,120
Shoulder Press,4.0,45.0,5.0,2021-07-25,225.0,22.5,0.0,202.5,0.0,225.0,Sunday,7.0,90
Shoulder Press,5.0,50.0,5.0,2021-07-25,250.0,25.0,0.0,225.0,0.0,250.0,Sunday,7.0,150
Shoulder Press,6.0,55.0,5.0,2021-07-25,275.0,27.5,0.0,247.5,0.0,275.0,Sunday,7.0,90
Shoulder Press,7.0,55.0,5.0,2021-07-25,275.0,27.5,0.0,247.5,0.0,275.0,Sunday,7.0,90
Shoulder Press,8.0,55.0,5.0,2021-07-25,275.0,27.5,0.0,247.5,0.0,275.0,Sunday,7.0,60
Barbell Row,1.0,55.0,10.0,2021-07-25,550.0,495.0,0.0,0.0,55.0,550.0,Sunday,7.0,120
Barbell Row,2.0,55.0,10.0,2021-07-25,550.0,495.0,0.0,0.0,55.0,550.0,Sunday,7.0,90
Barbell Row,3.0,55.0,10.0,2021-07-25,550.0,495.0,0.0,0.0,55.0,550.0,Sunday,7.0,90
Barbell Row,4.0,55.0,10.0,2021-07-25,550.0,495.0,0.0,0.0,55.0,550.0,Sunday,7.0,90
Barbell Row,5.0,55.0,10.0,2021-07-25,550.0,495.0,0.0,0.0,55.0,550.0,Sunday,7.0,90
Ab Crunch,1.0,40.0,12.0,2021-07-26,480.0,0.0,480.0,0.0,0.0,480.0,Monday,7.0,120
Ab Crunch,2.0,50.0,12.0,2021-07-26,600.0,0.0,600.0,0.0,0.0,600.0,Monday,7.0,150
Ab Crunch,3.0,60.0,10.0,2021-07-26,600.0,0.0,600.0,0.0,0.0,600.0,Monday,7.0,90
Tricep Extension,1.0,40.0,10.0,2021-07-26,400.0,0.0,0.0,400.0,0.0,400.0,Monday,7.0,180
Tricep Extension,2.0,40.0,12.0,2021-07-26,480.0,0.0,0.0,480.0,0.0,480.0,Monday,7.0,150
Tricep Extension,3.0,50.0,9.0,2021-07-26,450.0,0.0,0.0,450.0,0.0,450.0,Monday,7.0,120
Bicep Curl,1.0,50.0,10.0,2021-07-26,500.0,500.0,0.0,0.0,0.0,500.0,Monday,7.0,120
Bicep Curl,2.0,50.0,10.0,2021-07-26,500.0,500.0,0.0,0.0,0.0,500.0,Monday,7.0,150
Bicep Curl,3.0,50.0,6.0,2021-07-26,300.0,300.0,0.0,0.0,0.0,300.0,Monday,7.0,60
Bench Press,1.0,50.0,7.0,2021-07-26,350.0,0.0,35.0,315.0,0.0,350.0,Monday,7.0,90
Bench Press,2.0,50.0,7.0,2021-07-26,350.0,0.0,35.0,315.0,0.0,350.0,Monday,7.0,60
Bench Press,3.0,50.0,7.0,2021-07-26,350.0,0.0,35.0,315.0,0.0,350.0,Monday,7.0,60
Single Leg Romanian Deadlift,1.0,66.0,10.0,2021-07-26,660.0,0.0,66.0,0.0,594.0,660.0,Monday,7.0,60
Single Leg Romanian Deadlift,2.0,66.0,10.0,2021-07-26,660.0,0.0,66.0,0.0,594.0,660.0,Monday,7.0,120
Single Leg Romanian Deadlift,3.0,71.0,10.0,2021-07-26,710.0,0.0,71.0,0.0,639.0,710.0,Monday,7.0,120
Bicep Curl,1.0,60.0,8.0,2021-07-27,480.0,480.0,0.0,0.0,0.0,480.0,Tuesday,7.0,120
Bicep Curl,2.0,60.0,8.0,2021-07-27,480.0,480.0,0.0,0.0,0.0,480.0,Tuesday,7.0,120
Bicep Curl,3.0,60.0,8.0,2021-07-27,480.0,480.0,0.0,0.0,0.0,480.0,Tuesday,7.0,120
Medicine Ball Chest Pass,1.0,70.0,8.0,2021-07-27,560.0,0.0,56.0,504.0,0.0,560.0,Tuesday,7.0,30
Medicine Ball Chest Pass,2.0,70.0,8.0,2021-07-27,560.0,0.0,56.0,504.0,0.0,560.0,Tuesday,7.0,120
Medicine Ball Chest Pass,3.0,70.0,8.0,2021-07-27,560.0,0.0,56.0,504.0,0.0,560.0,Tuesday,7.0,180
Ab Crunch,1.0,40.0,8.0,2021-07-27,320.0,0.0,320.0,0.0,0.0,320.0,Tuesday,7.0,90
Ab Crunch,2.0,50.0,10.0,2021-07-27,500.0,0.0,500.0,0.0,0.0,500.0,Tuesday,7.0,150
Ab Crunch,3.0,50.0,8.0,2021-07-27,400.0,0.0,400.0,0.0,0.0,400.0,Tuesday,7.0,90
Bench Press,1.0,50.0,10.0,2021-07-27,500.0,0.0,50.0,450.0,0.0,500.0,Tuesday,7.0,120
Bench Press,2.0,50.0,10.0,2021-07-27,500.0,0.0,50.0,450.0,0.0,500.0,Tuesday,7.0,90
Bench Press,3.0,50.0,10.0,2021-07-27,500.0,0.0,50.0,450.0,0.0,500.0,Tuesday,7.0,60
Single Leg Romanian Deadlift,1.0,77.0,10.0,2021-07-27,770.0,0.0,77.0,0.0,693.0,770.0,Tuesday,7.0,150
Single Leg Romanian Deadlift,2.0,82.0,8.0,2021-07-27,656.0,0.0,65.60000000000001,0.0,590.4,656.0,Tuesday,7.0,120
Single Leg Romanian Deadlift,3.0,82.0,10.0,2021-07-27,820.0,0.0,82.0,0.0,738.0,820.0,Tuesday,7.0,60
Squat,1.0,40.0,10.0,2021-07-27,400.0,40.0,40.0,0.0,320.0,400.0,Tuesday,7.0,120
Squat,2.0,40.0,10.0,2021-07-27,400.0,40.0,40.0,0.0,320.0,400.0,Tuesday,7.0,90
Squat,3.0,40.0,10.0,2021-07-27,400.0,40.0,40.0,0.0,320.0,400.0,Tuesday,7.0,120
Bench Press,1.0,85.0,5.0,2021-07-28,425.0,0.0,42.5,382.5,0.0,425.0,Wednesday,7.0,90
Bench Press,2.0,95.0,5.0,2021-07-28,475.0,0.0,47.5,427.5,0.0,475.0,Wednesday,7.0,120
Bench Press,3.0,110.0,5.0,2021-07-28,550.0,0.0,55.0,495.0,0.0,550.0,Wednesday,7.0,120
Bench Press,4.0,110.0,3.0,2021-07-28,330.0,0.0,33.0,297.0,0.0,330.0,Wednesday,7.0,90
Bench Press,5.0,110.0,3.0,2021-07-28,330.0,0.0,33.0,297.0,0.0,330.0,Wednesday,7.0,90
Shoulder Press,1.0,50.0,10.0,2021-07-28,500.0,50.0,0.0,450.0,0.0,500.0,Wednesday,7.0,90
Shoulder Press,2.0,50.0,10.0,2021-07-28,500.0,50.0,0.0,450.0,0.0,500.0,Wednesday,7.0,60
Shoulder Press,3.0,50.0,10.0,2021-07-28,500.0,50.0,0.0,450.0,0.0,500.0,Wednesday,7.0,60
Shoulder Press,4.0,50.0,10.0,2021-07-28,500.0,50.0,0.0,450.0,0.0,500.0,Wednesday,7.0,60
Shoulder Press,5.0,50.0,10.0,2021-07-28,500.0,50.0,0.0,450.0,0.0,500.0,Wednesday,7.0,120
Barbell Row,1.0,70.0,10.0,2021-07-28,700.0,630.0,0.0,0.0,70.0,700.0,Wednesday,7.0,150
Barbell Row,2.0,70.0,10.0,2021-07-28,700.0,630.0,0.0,0.0,70.0,700.0,Wednesday,7.0,90
Barbell Row,3.0,70.0,10.0,2021-07-28,700.0,630.0,0.0,0.0,70.0,700.0,Wednesday,7.0,90
Barbell Row,4.0,70.0,10.0,2021-07-28,700.0,630.0,0.0,0.0,70.0,700.0,Wednesday,7.0,150
Barbell Row,5.0,70.0,10.0,2021-07-28,700.0,630.0,0.0,0.0,70.0,700.0,Wednesday,7.0,60
Squat,1.0,50.0,10.0,2021-07-29,500.0,50.0,50.0,0.0,400.0,500.0,Thursday,7.0,120
Squat,2.0,60.0,8.0,2021-07-29,480.0,48.0,48.0,0.0,384.0,480.0,Thursday,7.0,120
Squat,3.0,70.0,6.0,2021-07-29,420.0,42.0,42.0,0.0,336.0,420.0,Thursday,7.0,120
Deadlift,1.0,75.0,10.0,2021-07-29,750.0,225.0,75.0,0.0,450.0,750.0,Thursday,7.0,150
Deadlift,2.0,75.0,10.0,2021-07-29,750.0,225.0,75.0,0.0,450.0,750.0,Thursday,7.0,120
Deadlift,3.0,75.0,10.0,2021-07-29,750.0,225.0,75.0,0.0,450.0,750.0,Thursday,7.0,150
Deadlift,4.0,75.0,10.0,2021-07-29,750.0,225.0,75.0,0.0,450.0,750.0,Thursday,7.0,60
Deadlift,5.0,75.0,10.0,2021-07-29,750.0,225.0,75.0,0.0,450.0,750.0,Thursday,7.0,90
Shoulder Press,1.0,40.0,5.0,2021-07-30,200.0,20.0,0.0,180.0,0.0,200.0,Friday,7.0,150
Shoulder Press,2.0,45.0,5.0,2021-07-30,225.0,22.5,0.0,202.5,0.0,225.0,Friday,7.0,30
Shoulder Press,3.0,50.0,13.0,2021-07-30,650.0,65.0,0.0,585.0,0.0,650.0,Friday,7.0,120
Shoulder Press,4.0,55.0,5.0,2021-07-30,275.0,27.5,0.0,247.5,0.0,275.0,Friday,7.0,30
Shoulder Press,5.0,60.0,5.0,2021-07-30,300.0,30.0,0.0,270.0,0.0,300.0,Friday,7.0,150
Shoulder Press,6.0,60.0,5.0,2021-07-30,300.0,30.0,0.0,270.0,0.0,300.0,Friday,7.0,90
Bench Press,1.0,60.0,10.0,2021-07-30,600.0,0.0,60.0,540.0,0.0,600.0,Friday,7.0,60
Bench Press,2.0,60.0,10.0,2021-07-30,600.0,0.0,60.0,540.0,0.0,600.0,Friday,7.0,120
Bench Press,3.0,60.0,10.0,2021-07-30,600.0,0.0,60.0,540.0,0.0,600.0,Friday,7.0,90
Bench Press,4.0,60.0,10.0,2021-07-30,600.0,0.0,60.0,540.0,0.0,600.0,Friday,7.0,60
Bench Press,5.0,60.0,10.0,2021-07-30,600.0,0.0,60.0,540.0,0.0,600.0,Friday,7.0,90
Barbell Row,1.0,45.0,10.0,2021-07-30,450.0,405.0,0.0,0.0,45.0,450.0,Friday,7.0,120
Barbell Row,2.0,45.0,10.0,2021-07-30,450.0,405.0,0.0,0.0,45.0,450.0,Friday,7.0,90
Barbell Row,3.0,45.0,10.0,2021-07-30,450.0,405.0,0.0,0.0,45.0,450.0,Friday,7.0,120
Barbell Row,4.0,45.0,10.0,2021-07-30,450.0,405.0,0.0,0.0,45.0,450.0,Friday,7.0,30
Barbell Row,5.0,45.0,10.0,2021-07-30,450.0,405.0,0.0,0.0,45.0,450.0,Friday,7.0,150
Bicep Curl,1.0,40.0,10.0,2021-07-30,400.0,400.0,0.0,0.0,0.0,400.0,Friday,7.0,180
Bicep Curl,2.0,40.0,10.0,2021-07-30,400.0,400.0,0.0,0.0,0.0,400.0,Friday,7.0,120
Bicep Curl,3.0,40.0,10.0,2021-07-30,400.0,400.0,0.0,0.0,0.0,400.0,Friday,7.0,90
Bicep Curl,4.0,40.0,10.0,2021-07-30,400.0,400.0,0.0,0.0,0.0,400.0,Friday,7.0,120
Tricep Extension,1.0,20.0,10.0,2021-07-30,200.0,0.0,0.0,200.0,0.0,200.0,Friday,7.0,120
Tricep Extension,2.0,20.0,10.0,2021-07-30,200.0,0.0,0.0,200.0,0.0,200.0,Friday,7.0,90
Tricep Extension,3.0,20.0,10.0,2021-07-30,200.0,0.0,0.0,200.0,0.0,200.0,Friday,7.0,150
Tricep Extension,4.0,20.0,10.0,2021-07-30,200.0,0.0,0.0,200.0,0.0,200.0,Friday,7.0,60
Deadlift,1.0,85.0,3.0,2021-07-31,255.0,76.5,25.5,0.0,153.0,255.0,Saturday,7.0,120
Deadlift,2.0,95.0,5.0,2021-07-31,475.0,142.5,47.5,0.0,285.0,475.0,Saturday,7.0,120
Deadlift,3.0,110.0,8.0,2021-07-31,880.0,264.0,88.0,0.0,528.0,880.0,Saturday,7.0,30
Deadlift,4.0,120.0,5.0,2021-07-31,600.0,180.0,60.0,0.0,360.0,600.0,Saturday,7.0,120
Deadlift,5.0,130.0,5.0,2021-07-31,650.0,195.0,65.0,0.0,390.0,650.0,Saturday,7.0,30
Squat,1.0,50.0,10.0,2021-07-31,500.0,50.0,50.0,0.0,400.0,500.0,Saturday,7.0,120
Squat,2.0,50.0,10.0,2021-07-31,500.0,50.0,50.0,0.0,400.0,500.0,Saturday,7.0,150
Squat,3.0,50.0,10.0,2021-07-31,500.0,50.0,50.0,0.0,400.0,500.0,Saturday,7.0,120
Squat,4.0,50.0,10.0,2021-07-31,500.0,50.0,50.0,0.0,400.0,500.0,Saturday,7.0,60
Squat,5.0,50.0,10.0,2021-07-31,500.0,50.0,50.0,0.0,400.0,500.0,Saturday,7.0,90
Bench Press,1.0,60.0,10.0,2021-08-01,600.0,0.0,60.0,540.0,0.0,600.0,Sunday,8.0,120
Bench Press,2.0,65.0,8.0,2021-08-01,520.0,0.0,52.0,468.0,0.0,520.0,Sunday,8.0,30
Bench Press,3.0,75.0,6.0,2021-08-01,450.0,0.0,45.0,405.0,0.0,450.0,Sunday,8.0,60
Shoulder Press,1.0,40.0,10.0,2021-08-01,400.0,40.0,0.0,360.0,0.0,400.0,Sunday,8.0,60
Shoulder Press,2.0,40.0,10.0,2021-08-01,400.0,40.0,0.0,360.0,0.0,400.0,Sunday,8.0,90
Shoulder Press,3.0,40.0,10.0,2021-08-01,400.0,40.0,0.0,360.0,0.0,400.0,Sunday,8.0,90
Shoulder Press,4.0,40.0,10.0,2021-08-01,400.0,40.0,0.0,360.0,0.0,400.0,Sunday,8.0,150
Shoulder Press,5.0,40.0,10.0,2021-08-01,400.0,40.0,0.0,360.0,0.0,400.0,Sunday,8.0,90
Barbell Row,1.0,75.0,10.0,2021-08-01,750.0,675.0,0.0,0.0,75.0,750.0,Sunday,8.0,120
Barbell Row,2.0,75.0,10.0,2021-08-01,750.0,675.0,0.0,0.0,75.0,750.0,Sunday,8.0,120
Barbell Row,3.0,75.0,10.0,2021-08-01,750.0,675.0,0.0,0.0,75.0,750.0,Sunday,8.0,90
Barbell Row,4.0,75.0,10.0,2021-08-01,750.0,675.0,0.0,0.0,75.0,750.0,Sunday,8.0,180
Barbell Row,5.0,75.0,10.0,2021-08-01,750.0,675.0,0.0,0.0,75.0,750.0,Sunday,8.0,90
Squat,1.0,85.0,3.0,2021-08-02,255.0,25.5,25.5,0.0,204.0,255.0,Monday,8.0,90
Squat,2.0,95.0,3.0,2021-08-02,285.0,28.5,28.5,0.0,228.0,285.0,Monday,8.0,120
Squat,3.0,110.0,6.0,2021-08-02,660.0,66.0,66.0,0.0,528.0,660.0,Monday,8.0,120
Deadlift,1.0,80.0,10.0,2021-08-02,800.0,240.0,80.0,0.0,480.0,800.0,Monday,8.0,60
Deadlift,2.0,80.0,10.0,2021-08-02,800.0,240.0,80.0,0.0,480.0,800.0,Monday,8.0,120
Deadlift,3.0,80.0,10.0,2021-08-02,800.0,240.0,80.0,0.0,480.0,800.0,Monday,8.0,90
Deadlift,4.0,80.0,10.0,2021-08-02,800.0,240.0,80.0,0.0,480.0,800.0,Monday,8.0,90
Deadlift,5.0,80.0,10.0,2021-08-02,800.0,240.0,80.0,0.0,480.0,800.0,Monday,8.0,180
Shoulder Press,1.0,60.0,3.0,2021-08-03,180.0,18.0,0.0,162.0,0.0,180.0,Tuesday,8.0,30
Shoulder Press,2.0,70.0,3.0,2021-08-03,210.0,21.0,0.0,189.0,0.0,210.0,Tuesday,8.0,150
Shoulder Press,3.0,80.0,5.0,2021-08-03,400.0,40.0,0.0,360.0,0.0,400.0,Tuesday,8.0,120
